지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
105,강릉,1920-03-07,.3,-8.9,7.5
105,강릉,1920-03-08,4.4,-2,10.4
105,강릉,1920-03-09,3.1,-1,10.1
105,강릉,1920-03-10,7,-1.5,13.9
105,강릉,1920-03-11,4.2,1.2,8.5
105,강릉,1920-03-12,2.9,-.7,6.9
105,강릉,1920-03-13,3.1,-.1,9.2
105,강릉,1920-03-14,5.7,-1.7,11.5
105,강릉,1920-03-15,3.8,.6,8.6
105,강릉,1920-03-16,6,1.7,11.7
105,강릉,1920-03-17,4.4,-.5,8.7
105,강릉,1920-03-18,5.9,2.8,10.9
105,강릉,1920-03-19,8.1,-.1,17.8
105,강릉,1920-03-20,8.1,4.7,12.6
105,강릉,1920-03-21,9.6,4,14
105,강릉,1920-03-22,9.4,1.7,20.9
105,강릉,1920-03-23,4.9,1.7,7
105,강릉,1920-03-24,3.4,1.7,5.4
105,강릉,1920-03-25,1.8,.2,3.2
105,강릉,1920-03-26,3.9,-.6,10
105,강릉,1920-03-27,4.3,-.7,10.7
105,강릉,1920-03-28,6.1,1.4,9.8
105,강릉,1920-03-29,5.3,4.4,6.8
105,강릉,1920-03-30,4.6,2.4,7
105,강릉,1920-03-31,3.5,.5,5
105,강릉,1920-04-01,4.8,3.3,6
105,강릉,1920-04-02,5.7,4.6,7
105,강릉,1920-04-03,9.7,3.6,15.5
105,강릉,1920-04-04,11.1,8.4,15
105,강릉,1920-04-05,7.8,3.7,12.5
105,강릉,1920-04-06,7.4,4,12.5
105,강릉,1920-04-07,8.1,1,16.3
105,강릉,1920-04-08,9.5,4,14.5
105,강릉,1920-04-09,7.4,2.6,14.8
105,강릉,1920-04-10,7.3,1.8,13
105,강릉,1920-04-11,10.2,4.1,16.5
105,강릉,1920-04-12,9.9,7,15.7
105,강릉,1920-04-13,8.5,6.9,17.5
105,강릉,1920-04-14,9.8,4.4,16
105,강릉,1920-04-15,12.3,7.6,20.9
105,강릉,1920-04-16,10.8,3.6,16
105,강릉,1920-04-17,14.9,9.8,22.5
105,강릉,1920-04-18,18,12.5,24.5
105,강릉,1920-04-19,18.9,11.8,26.5
105,강릉,1920-04-20,13.9,10.2,18.6
105,강릉,1920-04-21,12.5,8.8,18.2
105,강릉,1920-04-22,10.6,4.8,16.5
105,강릉,1920-04-23,13.1,8.3,17.3
105,강릉,1920-04-24,10.6,7.3,17.1
105,강릉,1920-04-25,10.8,6.5,16.5
105,강릉,1920-04-26,11.5,5.1,19.9
105,강릉,1920-04-27,11.4,5.8,19.2
105,강릉,1920-04-28,21.2,6.9,28.2
105,강릉,1920-04-29,15.5,9.8,23.4
105,강릉,1920-04-30,12.4,6.4,20
105,강릉,1920-05-01,12.8,5.6,23.5
105,강릉,1920-05-02,13.5,7.5,21.5
105,강릉,1920-05-03,11.3,8.2,15
105,강릉,1920-05-04,10.8,5.6,17.4
105,강릉,1920-05-05,11,7.1,15.4
105,강릉,1920-05-06,10.5,9,12
105,강릉,1920-05-07,10,8.2,12
105,강릉,1920-05-08,8.7,7.9,9.9
105,강릉,1920-05-09,10.1,7.6,12
105,강릉,1920-05-10,12.3,10.1,16.3
105,강릉,1920-05-11,12.7,7.9,18.3
105,강릉,1920-05-12,13.8,10,18
105,강릉,1920-05-13,15.2,9.4,21.9
105,강릉,1920-05-14,15.1,11.1,20.7
105,강릉,1920-05-15,13.9,8.7,20.7
105,강릉,1920-05-16,14.1,9,20.5
105,강릉,1920-05-17,11.1,9.7,12.8
105,강릉,1920-05-18,12.4,7.9,17.9
105,강릉,1920-05-19,18.8,9.8,27
105,강릉,1920-05-20,18.4,14.8,23.7
105,강릉,1920-05-21,15.9,11.3,22.3
105,강릉,1920-05-22,19.2,11.7,29.2
105,강릉,1920-05-23,16.9,12.5,23.5
105,강릉,1920-05-24,15.5,12.1,20.4
105,강릉,1920-05-25,17.9,11,23.4
105,강릉,1920-05-26,16.2,13.7,24.5
105,강릉,1920-05-27,14,12.4,16.7
105,강릉,1920-05-28,13.9,11.6,18
105,강릉,1920-05-29,13.8,8,20.8
105,강릉,1920-05-30,14.6,9.5,21.7
105,강릉,1920-05-31,15.6,9.4,23
105,강릉,1920-06-01,15.4,8.1,24
105,강릉,1920-06-02,16.6,8.7,24.4
105,강릉,1920-06-03,18.1,13.6,23.3
105,강릉,1920-06-04,17.1,14.5,21.5
105,강릉,1920-06-05,16.9,13.2,24.6
105,강릉,1920-06-06,16,12.8,21.8
105,강릉,1920-06-07,19.5,12,24.5
105,강릉,1920-06-08,20.7,12.1,27.5
105,강릉,1920-06-09,19.4,13.1,28
105,강릉,1920-06-10,16.9,14,21.5
105,강릉,1920-06-11,17.5,15.4,21.7
105,강릉,1920-06-12,17.1,16,18.5
105,강릉,1920-06-13,16.7,15.4,18.9
105,강릉,1920-06-14,17.2,15.7,19
105,강릉,1920-06-15,15.9,14.8,17.3
105,강릉,1920-06-16,21,11.7,28.8
105,강릉,1920-06-17,23.7,20.4,26.8
105,강릉,1920-06-18,23.9,20.9,26.9
105,강릉,1920-06-19,24.5,20.3,30
105,강릉,1920-06-20,22.5,18.2,26.4
105,강릉,1920-06-21,18.6,17,21
105,강릉,1920-06-22,18,16,21.8
105,강릉,1920-06-23,19,15.5,23.5
105,강릉,1920-06-24,22.9,15.7,30.5
105,강릉,1920-06-25,23.8,19.8,30
105,강릉,1920-06-26,22.7,20,28.3
105,강릉,1920-06-27,19.4,17,23.3
105,강릉,1920-06-28,21.5,16.5,28.9
105,강릉,1920-06-29,21.4,16.4,26.3
105,강릉,1920-06-30,22.1,18.5,26.6
105,강릉,1920-07-01,27.8,19.4,35.7
105,강릉,1920-07-02,26.2,23.4,29.2
105,강릉,1920-07-03,26.6,22.2,33.5
105,강릉,1920-07-04,25.6,22.9,31.4
105,강릉,1920-07-05,22.2,20.9,24.8
105,강릉,1920-07-06,25.8,20.5,32
105,강릉,1920-07-07,21,19.4,27.2
105,강릉,1920-07-08,20.6,19.2,22
105,강릉,1920-07-09,20.7,19.7,22.5
105,강릉,1920-07-10,20.8,19.8,22.2
105,강릉,1920-07-11,21.5,19.8,25
105,강릉,1920-07-12,23.7,19.8,29.6
105,강릉,1920-07-13,26.8,21.3,33.2
105,강릉,1920-07-14,29.1,24.6,34.2
105,강릉,1920-07-15,26.9,23.8,32.4
105,강릉,1920-07-16,24.8,23,27.2
105,강릉,1920-07-17,25.2,20.8,30
105,강릉,1920-07-18,27.6,22.7,35.3
105,강릉,1920-07-19,22.8,21.9,24.8
105,강릉,1920-07-20,23.7,21.2,26.6
105,강릉,1920-07-21,24.5,21.4,29.7
105,강릉,1920-07-22,25.8,22.8,30.7
105,강릉,1920-07-23,24.3,21,28.4
105,강릉,1920-07-24,23.5,21,26.9
105,강릉,1920-07-25,24.5,21.9,28.4
105,강릉,1920-07-26,29.1,20.5,35.4
105,강릉,1920-07-27,29.7,24.7,35.8
105,강릉,1920-07-28,29.2,26.2,34.6
105,강릉,1920-07-29,27.1,24.3,30.7
105,강릉,1920-07-30,25.6,23.3,29.3
105,강릉,1920-07-31,26,23,30.4
105,강릉,1920-08-01,26.1,23.8,29.7
105,강릉,1920-08-02,27.9,23.5,33.2
105,강릉,1920-08-03,27.8,22.5,33.7
105,강릉,1920-08-04,23,19.3,28
105,강릉,1920-08-05,22,17,27.6
105,강릉,1920-08-06,23.3,18.8,28.4
105,강릉,1920-08-07,22.9,20.6,27.4
105,강릉,1920-08-08,22.9,20.4,27
105,강릉,1920-08-09,23.4,17.8,30.1
105,강릉,1920-08-10,22.8,17.5,29.4
105,강릉,1920-08-11,22.9,17.4,28.6
105,강릉,1920-08-12,23.1,21,26.4
105,강릉,1920-08-13,21.9,19.4,24.6
105,강릉,1920-08-14,23.5,20.2,27
105,강릉,1920-08-15,23.8,20.1,28.2
105,강릉,1920-08-16,22.8,20.1,27.6
105,강릉,1920-08-17,22.1,17.7,28
105,강릉,1920-08-18,22.2,18,27
105,강릉,1920-08-19,22.4,20.4,24.5
105,강릉,1920-08-20,22.1,19.8,24.3
105,강릉,1920-08-21,22.7,21.6,23.2
105,강릉,1920-08-22,21.5,20.6,23.3
105,강릉,1920-08-23,23.3,20.2,27.8
105,강릉,1920-08-24,23.1,21.7,26.4
105,강릉,1920-08-25,21.1,18.7,22.7
105,강릉,1920-08-26,19.5,18.3,20.4
105,강릉,1920-08-27,21.7,18.3,25.1
105,강릉,1920-08-28,23.3,18.3,28.5
105,강릉,1920-08-29,24.8,20.4,28.8
105,강릉,1920-08-30,24.5,20.9,28
105,강릉,1920-08-31,23.7,20.5,27.3
105,강릉,1920-09-01,23.8,20.5,28.2
105,강릉,1920-09-02,23.4,20.1,27.3
105,강릉,1920-09-03,24.3,19.7,29.5
105,강릉,1920-09-04,25.2,21.8,29.1
105,강릉,1920-09-05,23.6,21.5,27.5
105,강릉,1920-09-06,22.6,21.2,24.1
105,강릉,1920-09-07,22.7,21.1,24.8
105,강릉,1920-09-08,20.1,17.3,23.6
105,강릉,1920-09-09,18.2,16.4,21.1
105,강릉,1920-09-10,18.7,14.6,23.5
105,강릉,1920-09-11,19.2,14.3,24.5
105,강릉,1920-09-12,19.8,15.7,25
105,강릉,1920-09-13,19.8,16.3,24.8
105,강릉,1920-09-14,21.3,17.3,25.6
105,강릉,1920-09-15,22.3,17.5,29.5
105,강릉,1920-09-16,19.8,16.8,23.5
105,강릉,1920-09-17,20,17.2,24.9
105,강릉,1920-09-18,17.8,15.7,21.3
105,강릉,1920-09-19,18.2,15.3,22.5
105,강릉,1920-09-20,16.5,13.7,21.8
105,강릉,1920-09-21,17.6,12.5,21
105,강릉,1920-09-22,21.8,16.4,29.9
105,강릉,1920-09-23,22.2,17,27.8
105,강릉,1920-09-24,19.1,14.2,27.3
105,강릉,1920-09-25,17.3,15,25
105,강릉,1920-09-26,15.8,13.8,20.2
105,강릉,1920-09-27,16.2,12.4,20.2
105,강릉,1920-09-28,18.1,14.9,21.5
105,강릉,1920-09-29,18.9,15.3,23.8
105,강릉,1920-09-30,16.9,14.5,19.5
105,강릉,1920-10-01,17.4,12.4,24.3
105,강릉,1920-10-02,17.4,13.7,23.9
105,강릉,1920-10-03,18.6,10.1,25.7
105,강릉,1920-10-04,20.5,17,26.5
105,강릉,1920-10-05,14.5,12.8,17.7
105,강릉,1920-10-06,15.2,9.1,22.2
105,강릉,1920-10-07,14.5,9.9,23.8
105,강릉,1920-10-08,16.1,7.5,23.5
105,강릉,1920-10-09,14.9,10.1,21.1
105,강릉,1920-10-10,14.9,9.9,22.2
105,강릉,1920-10-11,15.3,9.4,22.7
105,강릉,1920-10-12,16.3,9.8,23.4
105,강릉,1920-10-13,15.1,13.1,17.1
105,강릉,1920-10-14,14.4,10.6,17.7
105,강릉,1920-10-15,12.7,8,18.3
105,강릉,1920-10-16,13.7,8.7,18.7
105,강릉,1920-10-17,13.4,10.4,18.5
105,강릉,1920-10-18,14.7,9.5,21.4
105,강릉,1920-10-19,14.9,11.5,21.6
105,강릉,1920-10-20,15.1,8.6,21
105,강릉,1920-10-21,15.5,11.3,21.2
105,강릉,1920-10-22,13.2,9.9,19.5
105,강릉,1920-10-23,12.5,7.1,18.7
105,강릉,1920-10-24,14.7,8.4,21.4
105,강릉,1920-10-25,18.3,13.4,25.6
105,강릉,1920-10-26,17.7,11.9,24.9
105,강릉,1920-10-27,16.2,11.9,23.4
105,강릉,1920-10-28,15.3,12.1,20.2
105,강릉,1920-10-29,16.2,9,23.6
105,강릉,1920-10-30,15.5,8.6,21
105,강릉,1920-10-31,15.9,11.5,20.4
105,강릉,1920-11-01,16.4,10.8,23.1
105,강릉,1920-11-02,19.3,12.8,26.2
105,강릉,1920-11-03,19.9,13.5,25.8
105,강릉,1920-11-04,17,11.5,24
105,강릉,1920-11-05,8.3,4.6,13.4
105,강릉,1920-11-06,7.6,.1,16.6
105,강릉,1920-11-07,16.3,5.7,19
105,강릉,1920-11-08,14.3,10.3,22.5
105,강릉,1920-11-09,13.4,11.5,16.4
105,강릉,1920-11-10,9.2,7.5,12.5
105,강릉,1920-11-11,9.2,7,11.8
105,강릉,1920-11-12,7.1,5.5,9.7
105,강릉,1920-11-13,6.9,2.3,12.4
105,강릉,1920-11-14,9.4,2.7,14.5
105,강릉,1920-11-15,9.9,5.1,15.2
105,강릉,1920-11-16,8.8,3.7,15.5
105,강릉,1920-11-17,9.1,2.8,14.3
105,강릉,1920-11-18,12.1,7.1,18
105,강릉,1920-11-19,11.4,7.6,14.4
105,강릉,1920-11-20,9.4,6.1,12.7
105,강릉,1920-11-21,5.1,2.2,9.7
105,강릉,1920-11-22,5.2,.9,10.9
105,강릉,1920-11-23,8.9,3.1,14.3
105,강릉,1920-11-24,8.3,5.6,12.5
105,강릉,1920-11-25,9,5.4,13.1
105,강릉,1920-11-26,9.1,6.7,13.8
105,강릉,1920-11-27,7.5,4.4,12.8
105,강릉,1920-11-28,5.6,3.1,11.5
105,강릉,1920-11-29,5.6,1.2,11.2
105,강릉,1920-11-30,9,0,16
105,강릉,1920-12-01,8.4,4.6,11.5
105,강릉,1920-12-02,8.9,7.8,10
105,강릉,1920-12-03,8.5,5.6,11.6
105,강릉,1920-12-04,4.5,2.8,7.7
105,강릉,1920-12-05,5,.7,7.7
105,강릉,1920-12-06,3.3,.6,5.5
105,강릉,1920-12-07,1.1,-.5,4.2
105,강릉,1920-12-08,-3.8,-6.7,.4
105,강릉,1920-12-09,-3.6,-8.4,1.7
105,강릉,1920-12-10,1.4,-5.2,5.9
105,강릉,1920-12-11,5.4,1,9.4
105,강릉,1920-12-12,3.3,-.5,8
105,강릉,1920-12-13,1.1,-2.8,5.2
105,강릉,1920-12-14,0,-5.9,5.4
105,강릉,1920-12-15,3,-.8,8.6
105,강릉,1920-12-16,4.6,-1.4,10.9
105,강릉,1920-12-17,4.8,.8,9.7
105,강릉,1920-12-18,6.4,.2,12.9
105,강릉,1920-12-19,2.6,-4.1,8.8
105,강릉,1920-12-20,-.3,-5.2,4.8
105,강릉,1920-12-21,.3,-5.3,4.4
105,강릉,1920-12-22,-3.6,-5.8,2.5
105,강릉,1920-12-23,-1.4,-6.5,3.6
105,강릉,1920-12-24,-1.1,-5.8,3.5
105,강릉,1920-12-25,-1.9,-6.4,.9
105,강릉,1920-12-26,3.4,-3.8,6.6
105,강릉,1920-12-27,-2.9,-6.4,3.3
105,강릉,1920-12-28,-3.3,-8,2
105,강릉,1920-12-29,-.3,-4.9,5.3
105,강릉,1920-12-30,1.2,-2.3,3
105,강릉,1920-12-31,1.7,.7,2.8
108,서울,1911-01-01,-10.1,-14.2,-6.5
108,서울,1911-01-02,-12.5,-19.7,-5.9
108,서울,1911-01-03,-4.3,-10.2,-1.4
108,서울,1911-01-04,.8,-2.6,2.2
108,서울,1911-01-05,-3.9,-8.7,1.7
108,서울,1911-01-06,-9,-11.8,-5.6
108,서울,1911-01-07,-6.8,-12.5,-3.8
108,서울,1911-01-08,-2.5,-6.2,2
108,서울,1911-01-09,-4.3,-10.5,.7
108,서울,1911-01-10,-.8,-5.5,5.5
108,서울,1911-01-11,-6.3,-13.4,-1.2
108,서울,1911-01-12,-15.6,-18,-11.6
108,서울,1911-01-13,-15.3,-21.5,-9.2
108,서울,1911-01-14,-5.4,-13.2,-.3
108,서울,1911-01-15,-6.4,-10.9,-1.3
108,서울,1911-01-16,-6,-13,.3
108,서울,1911-01-17,-5.8,-12.5,0
108,서울,1911-01-18,-5,-10.3,.5
108,서울,1911-01-19,-5.7,-12.9,1.7
108,서울,1911-01-20,-5.8,-13.2,2.4
108,서울,1911-01-21,-3.3,-9.2,1.1
108,서울,1911-01-22,-9.2,-11.7,-1
108,서울,1911-01-23,-13.6,-17.9,-6.9
108,서울,1911-01-24,-10.8,-19.7,-3
108,서울,1911-01-25,-4,-8.2,-1.6
108,서울,1911-01-26,1.2,-2.9,3.7
108,서울,1911-01-27,2.5,.9,4.7
108,서울,1911-01-28,3.7,1.6,7.5
108,서울,1911-01-29,3,-1.6,8.8
108,서울,1911-01-30,6,.4,8.2
108,서울,1911-01-31,1.4,0,7.1
108,서울,1911-02-01,.9,-.9,4.1
108,서울,1911-02-02,-4.6,-7.2,-.1
108,서울,1911-02-03,-4,-9,-.2
108,서울,1911-02-04,-2.3,-5.6,1.8
108,서울,1911-02-05,-2.1,-5.3,3.5
108,서울,1911-02-06,-4.4,-10,1.2
108,서울,1911-02-07,-1.6,-8.2,3.5
108,서울,1911-02-08,.4,-3.2,3.8
108,서울,1911-02-09,-1.9,-6.7,4.3
108,서울,1911-02-10,-.5,-5.6,5.2
108,서울,1911-02-11,1,-2.3,4.6
108,서울,1911-02-12,-1.2,-6.6,5.4
108,서울,1911-02-13,2.3,-1.4,6
108,서울,1911-02-14,.8,0,3.5
108,서울,1911-02-15,-2.2,-5.9,.9
108,서울,1911-02-16,-6.1,-8.7,-2.2
108,서울,1911-02-17,-6.9,-10.3,-3
108,서울,1911-02-18,-5.8,-11.2,-.2
108,서울,1911-02-19,-3,-9.6,3.9
108,서울,1911-02-20,-1.9,-8.2,4.1
108,서울,1911-02-21,-1.1,-6.6,4.5
108,서울,1911-02-22,.3,-3.1,5.9
108,서울,1911-02-23,3,-.9,7
108,서울,1911-02-24,2.9,-1.4,8.2
108,서울,1911-02-25,1.3,-4.3,7.4
108,서울,1911-02-26,1.6,-2.3,7
108,서울,1911-02-27,1.4,-3.1,8.8
108,서울,1911-02-28,3.7,-3.1,12.5
108,서울,1911-03-01,.9,-.9,2.8
108,서울,1911-03-02,-.5,-2,1.1
108,서울,1911-03-03,-2.2,-5.3,2.4
108,서울,1911-03-04,1.4,-3.7,6.9
108,서울,1911-03-05,6.1,.3,9.4
108,서울,1911-03-06,6.1,4.9,7.4
108,서울,1911-03-07,3.1,-.4,9.5
108,서울,1911-03-08,4.1,.4,8.9
108,서울,1911-03-09,-.4,-3.3,4.6
108,서울,1911-03-10,-1.5,-4.4,2.5
108,서울,1911-03-11,1.3,-5.2,9.5
108,서울,1911-03-12,5.6,-1.7,10.3
108,서울,1911-03-13,6.3,4.8,7.9
108,서울,1911-03-14,5.6,3.1,9.4
108,서울,1911-03-15,5,-1.8,10
108,서울,1911-03-16,6,3.8,9.3
108,서울,1911-03-17,6.6,3.3,11.4
108,서울,1911-03-18,3.1,-.9,7.7
108,서울,1911-03-19,1.9,-2.6,7
108,서울,1911-03-20,1,-2.1,5.2
108,서울,1911-03-21,4.7,-1.8,7.9
108,서울,1911-03-22,8,4.1,13
108,서울,1911-03-23,8.1,1.9,15.3
108,서울,1911-03-24,4,1.3,7.8
108,서울,1911-03-25,5.4,.4,9.8
108,서울,1911-03-26,5.6,3.5,9.5
108,서울,1911-03-27,5.4,2.8,9
108,서울,1911-03-28,4.5,-1.3,11.5
108,서울,1911-03-29,8.5,-1.1,19.1
108,서울,1911-03-30,4.5,2.3,8.6
108,서울,1911-03-31,4.6,1.6,9
108,서울,1911-04-01,5.2,.6,9.9
108,서울,1911-04-02,6.4,1.9,11.5
108,서울,1911-04-03,7.2,4.5,11.8
108,서울,1911-04-04,8.6,3.2,14.5
108,서울,1911-04-05,8.9,1.7,17.7
108,서울,1911-04-06,10.2,1.4,19.3
108,서울,1911-04-07,10.1,3.4,16.3
108,서울,1911-04-08,9.3,7.6,11.8
108,서울,1911-04-09,7.9,5.2,10.1
108,서울,1911-04-10,6.5,4.7,8.6
108,서울,1911-04-11,7.9,2.7,14.2
108,서울,1911-04-12,9.9,2.6,18.2
108,서울,1911-04-13,13.3,5.3,24.1
108,서울,1911-04-14,12.2,7.6,19.6
108,서울,1911-04-15,7.3,5.4,11.5
108,서울,1911-04-16,9.7,5,15.7
108,서울,1911-04-17,7.4,5.7,11.7
108,서울,1911-04-18,7.6,3.8,12.8
108,서울,1911-04-19,7.9,1.4,16.8
108,서울,1911-04-20,7,.3,11
108,서울,1911-04-21,7.7,1.6,15
108,서울,1911-04-22,8.8,1,17.5
108,서울,1911-04-23,14.2,4.5,21.7
108,서울,1911-04-24,14.5,13,17.5
108,서울,1911-04-25,16.6,11.1,23
108,서울,1911-04-26,8.9,5.6,14.3
108,서울,1911-04-27,8.5,3.5,14.1
108,서울,1911-04-28,10,3.9,18.7
108,서울,1911-04-29,11.7,7.3,18
108,서울,1911-04-30,11.3,3.3,19.4
108,서울,1911-05-01,14.6,5.5,22.8
108,서울,1911-05-02,14.4,7,23.2
108,서울,1911-05-03,12,9.7,14.6
108,서울,1911-05-04,15.3,12.5,18.6
108,서울,1911-05-05,12.8,10.8,15.3
108,서울,1911-05-06,10.8,7.2,15.5
108,서울,1911-05-07,11,3.7,18
108,서울,1911-05-08,13,5.9,19.8
108,서울,1911-05-09,15.4,8.2,23.9
108,서울,1911-05-10,17.6,9.1,27.7
108,서울,1911-05-11,16.9,10.4,24
108,서울,1911-05-12,14.6,12,21.5
108,서울,1911-05-13,16,12.5,21
108,서울,1911-05-14,14.9,12.3,19.5
108,서울,1911-05-15,13.5,7.4,21
108,서울,1911-05-16,12.7,5.6,21.1
108,서울,1911-05-17,13.5,6,22.7
108,서울,1911-05-18,15.2,7.8,23.5
108,서울,1911-05-19,16.2,8.4,23.8
108,서울,1911-05-20,16.6,9.7,23.8
108,서울,1911-05-21,17.7,13.3,24
108,서울,1911-05-22,16.7,10,23.5
108,서울,1911-05-23,16.1,8.9,24
108,서울,1911-05-24,16.6,8.3,25.5
108,서울,1911-05-25,17.5,10,26.8
108,서울,1911-05-26,19.9,13,28.3
108,서울,1911-05-27,15.6,13.7,18.8
108,서울,1911-05-28,17.5,11.9,24.3
108,서울,1911-05-29,18.7,12.3,25.5
108,서울,1911-05-30,20.2,13,28.4
108,서울,1911-05-31,20.8,13.8,30
108,서울,1911-06-01,19.7,16.4,25.5
108,서울,1911-06-02,20.8,15,28
108,서울,1911-06-03,17.2,15.7,22.4
108,서울,1911-06-04,16.8,14.1,19.5
108,서울,1911-06-05,18,10.7,25.3
108,서울,1911-06-06,18,12.7,24.4
108,서울,1911-06-07,19.3,15.5,25.6
108,서울,1911-06-08,19.2,12.6,26.2
108,서울,1911-06-09,20.4,12.8,28.5
108,서울,1911-06-10,19.9,13.7,27.8
108,서울,1911-06-11,19.8,13.8,26.8
108,서울,1911-06-12,19.1,13.5,25.8
108,서울,1911-06-13,21.2,15.8,28.7
108,서울,1911-06-14,22.5,14.4,29.3
108,서울,1911-06-15,19.8,16.9,24
108,서울,1911-06-16,20,16.2,25.6
108,서울,1911-06-17,20.3,16.7,24.7
108,서울,1911-06-18,17.7,16.7,18.6
108,서울,1911-06-19,20.9,17.4,26.5
108,서울,1911-06-20,21.2,16.7,27.5
108,서울,1911-06-21,23.1,17.7,30.6
108,서울,1911-06-22,23.5,19.5,30.4
108,서울,1911-06-23,24,19,29.5
108,서울,1911-06-24,23.2,19.2,28.8
108,서울,1911-06-25,19.4,18.3,21.1
108,서울,1911-06-26,20.4,18,25.1
108,서울,1911-06-27,20.6,17.1,26.8
108,서울,1911-06-28,20.5,17.7,25.3
108,서울,1911-06-29,20.3,16.2,26.3
108,서울,1911-06-30,22.2,15.9,29
108,서울,1911-07-01,22,19.2,28
108,서울,1911-07-02,23.4,17.7,29.4
108,서울,1911-07-03,23.5,18.3,29
108,서울,1911-07-04,22.6,17.5,29.3
108,서울,1911-07-05,22.3,16.9,29
108,서울,1911-07-06,21.2,17.2,24.6
108,서울,1911-07-07,20.1,17.2,23.3
108,서울,1911-07-08,21.8,20.7,24.1
108,서울,1911-07-09,23.4,20.6,25.9
108,서울,1911-07-10,23.3,21.3,26.8
108,서울,1911-07-11,23.2,21.3,27.8
108,서울,1911-07-12,23.6,21,25.7
108,서울,1911-07-13,22.9,20.3,28.5
108,서울,1911-07-14,22.5,19.1,28.4
108,서울,1911-07-15,22.8,20.1,25.3
108,서울,1911-07-16,23.9,21.9,26.8
108,서울,1911-07-17,25.3,23.4,28.2
108,서울,1911-07-18,25.7,22.5,31
108,서울,1911-07-19,26.6,23.4,30.7
108,서울,1911-07-20,24.2,22.5,27
108,서울,1911-07-21,25.1,22.4,29
108,서울,1911-07-22,24.6,21,29.4
108,서울,1911-07-23,23.4,19.9,29
108,서울,1911-07-24,23.8,21.7,27.3
108,서울,1911-07-25,23.1,20.9,25.9
108,서울,1911-07-26,23.5,20.2,28.5
108,서울,1911-07-27,23.8,18.6,30.8
108,서울,1911-07-28,24.1,20,30
108,서울,1911-07-29,23.3,20.3,28.5
108,서울,1911-07-30,23.8,19.2,29.9
108,서울,1911-07-31,25.1,20.7,30.8
108,서울,1911-08-01,25.1,21.7,31
108,서울,1911-08-02,24.8,21.6,29
108,서울,1911-08-03,24,19.3,30.5
108,서울,1911-08-04,23.7,19.3,29.5
108,서울,1911-08-05,23,19.7,28.8
108,서울,1911-08-06,23.5,21,27.5
108,서울,1911-08-07,24.2,18,31.4
108,서울,1911-08-08,25.3,19.9,32
108,서울,1911-08-09,27,23.1,33
108,서울,1911-08-10,28.2,24.2,33.8
108,서울,1911-08-11,28.3,24.9,32.9
108,서울,1911-08-12,28.7,25.8,34.5
108,서울,1911-08-13,27.5,23,33.8
108,서울,1911-08-14,25.2,18.5,31.7
108,서울,1911-08-15,25.7,19,32.5
108,서울,1911-08-16,25.3,19.8,32.4
108,서울,1911-08-17,26.4,21.5,33.5
108,서울,1911-08-18,26.7,23.3,32.4
108,서울,1911-08-19,23.9,21.6,28
108,서울,1911-08-20,24.8,19,32.2
108,서울,1911-08-21,24.5,21,30.1
108,서울,1911-08-22,24.7,21.3,30.5
108,서울,1911-08-23,24.1,20.3,30.1
108,서울,1911-08-24,21,18.8,22.8
108,서울,1911-08-25,21.9,20.4,24
108,서울,1911-08-26,22.9,19.7,28.4
108,서울,1911-08-27,22.4,18.4,28.5
108,서울,1911-08-28,25,21.5,29.5
108,서울,1911-08-29,26.3,22.2,31.1
108,서울,1911-08-30,26.4,23.3,31.5
108,서울,1911-08-31,25.1,20.7,31
108,서울,1911-09-01,25.7,21.5,32.8
108,서울,1911-09-02,25.1,19.8,32
108,서울,1911-09-03,25.1,20.7,32
108,서울,1911-09-04,24.9,21.3,30.8
108,서울,1911-09-05,23.7,21.1,28.3
108,서울,1911-09-06,22.9,20.8,27.7
108,서울,1911-09-07,23.4,19,28.7
108,서울,1911-09-08,21.9,17.5,27.2
108,서울,1911-09-09,20.3,14.2,25.5
108,서울,1911-09-10,20,14.7,26.4
108,서울,1911-09-11,20.5,14.5,25.3
108,서울,1911-09-12,19.2,17.2,22.7
108,서울,1911-09-13,19.5,17.1,21.7
108,서울,1911-09-14,20.2,17.2,24.3
108,서울,1911-09-15,19.9,17.2,23.4
108,서울,1911-09-16,19,14.7,22.3
108,서울,1911-09-17,17.1,15.8,19.8
108,서울,1911-09-18,19.5,14.9,25.6
108,서울,1911-09-19,19.8,13.7,27.9
108,서울,1911-09-20,21.2,17.7,26.5
108,서울,1911-09-21,20.3,14.8,27
108,서울,1911-09-22,18.9,13,26
108,서울,1911-09-23,18.3,11,25.4
108,서울,1911-09-24,20.8,16.4,26.7
108,서울,1911-09-25,20.3,18.1,22.7
108,서울,1911-09-26,18.8,17.7,20.1
108,서울,1911-09-27,18.4,15.8,21.2
108,서울,1911-09-28,19.6,14.7,24.7
108,서울,1911-09-29,20.1,16.5,25.3
108,서울,1911-09-30,19.3,12.8,23.9
108,서울,1911-10-01,14.1,8.1,22.9
108,서울,1911-10-02,14.8,9.3,19.3
108,서울,1911-10-03,15.4,12,20.8
108,서울,1911-10-04,15.1,9,22.6
108,서울,1911-10-05,11.6,5.3,20.7
108,서울,1911-10-06,15.6,10,20.4
108,서울,1911-10-07,17,13.9,21.5
108,서울,1911-10-08,15,9.1,20.3
108,서울,1911-10-09,9,6.4,13.2
