지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
143,대구,1912-09-22,18.6,15.5,24.3
143,대구,1912-09-23,17,11.6,24.9
143,대구,1912-09-24,15.5,8.6,23.7
143,대구,1912-09-25,16.7,8.6,25.2
143,대구,1912-09-26,16.7,10,25.4
143,대구,1912-09-27,17.2,10.8,25.5
143,대구,1912-09-28,17.6,10.3,25
143,대구,1912-09-29,19,14.7,26.7
143,대구,1912-09-30,17.8,10.1,25.7
143,대구,1912-10-01,19.2,14.8,24.5
143,대구,1912-10-02,18.5,16.2,22.6
143,대구,1912-10-03,20.1,15.6,25.1
143,대구,1912-10-04,18.7,11.3,28.8
143,대구,1912-10-05,19.3,10.8,28.3
143,대구,1912-10-06,17.4,9.6,26.1
143,대구,1912-10-07,10.4,6.2,16.5
143,대구,1912-10-08,12.3,4.6,18.1
143,대구,1912-10-09,13.3,6.9,20.8
143,대구,1912-10-10,7.7,1.9,16.7
143,대구,1912-10-11,10.7,4.5,19
143,대구,1912-10-12,11,3,20.9
143,대구,1912-10-13,11.4,3.1,22.4
143,대구,1912-10-14,12.4,4.1,21.4
143,대구,1912-10-15,16.4,10.4,24.6
143,대구,1912-10-16,10.3,5.6,15.7
143,대구,1912-10-17,9,.9,19.5
143,대구,1912-10-18,10.5,1.1,23.1
143,대구,1912-10-19,11.7,3,22.2
143,대구,1912-10-20,14.9,8.3,23.5
143,대구,1912-10-21,14.8,4.9,24.1
143,대구,1912-10-22,9.6,4.1,14.9
143,대구,1912-10-23,9.3,3.3,14.4
143,대구,1912-10-24,13,6,20.4
143,대구,1912-10-25,14.8,7.4,23.7
143,대구,1912-10-26,14.1,8.2,21.9
143,대구,1912-10-27,13,5.7,19.7
143,대구,1912-10-28,14.9,12.5,17.6
143,대구,1912-10-29,13.9,7.4,21.9
143,대구,1912-10-30,11.6,2.7,19.3
143,대구,1912-10-31,14,9.1,20.8
143,대구,1912-11-01,10,5.9,15.2
143,대구,1912-11-02,8.8,2.3,17.4
143,대구,1912-11-03,10.3,.5,19.9
143,대구,1912-11-04,11.9,9.7,14.7
143,대구,1912-11-05,11.5,8,15.2
143,대구,1912-11-06,4.5,.3,8
143,대구,1912-11-07,1.3,-2.2,6.3
143,대구,1912-11-08,1.8,-2.2,5.4
143,대구,1912-11-09,4.4,-1.7,8.5
143,대구,1912-11-10,5.5,.4,10.9
143,대구,1912-11-11,4.8,-3.2,14.1
143,대구,1912-11-12,5.6,-1.7,14.4
143,대구,1912-11-13,2.8,-1.4,9.4
143,대구,1912-11-14,.2,-3.8,7.1
143,대구,1912-11-15,-1.8,-4.8,2.4
143,대구,1912-11-16,0,-6.4,8.3
143,대구,1912-11-17,2.9,-5.5,12.2
143,대구,1912-11-18,7.2,1,13.6
143,대구,1912-11-19,2.6,-.6,5.4
143,대구,1912-11-20,0,-3.3,4.8
143,대구,1912-11-21,-.3,-5.1,6.2
143,대구,1912-11-22,1,-7.3,9.9
143,대구,1912-11-23,5.2,-1.6,13.5
143,대구,1912-11-24,5.4,-.2,12.6
143,대구,1912-11-25,4,-1,11.3
143,대구,1912-11-26,3.5,-1.7,7.9
143,대구,1912-11-27,3.8,-1.8,11.4
143,대구,1912-11-28,4,-2.4,10.6
143,대구,1912-11-29,.5,-3.9,7.4
143,대구,1912-11-30,.1,-6.9,6.3
143,대구,1912-12-01,3.6,-.5,9.3
143,대구,1912-12-02,2.1,-2.5,7.2
143,대구,1912-12-03,3.4,-2.1,9.8
143,대구,1912-12-04,1,-4.3,8.4
143,대구,1912-12-05,1.5,-4.8,9.6
143,대구,1912-12-06,2.7,-3.7,11.1
143,대구,1912-12-07,3.1,-4.6,11.6
143,대구,1912-12-08,-3.2,-6.5,.1
143,대구,1912-12-09,-1.9,-8.4,5.1
143,대구,1912-12-10,-3.5,-8.6,2.9
143,대구,1912-12-11,.3,-6.8,6.8
143,대구,1912-12-12,2.4,-.7,9.1
143,대구,1912-12-13,.8,-6.3,7.7
143,대구,1912-12-14,2.9,-.8,6.1
143,대구,1912-12-15,3.3,-.9,7.1
143,대구,1912-12-16,1.6,-3,8.4
143,대구,1912-12-17,1.4,-5.9,7.4
143,대구,1912-12-18,2.4,.8,3.9
143,대구,1912-12-19,3.5,0,8.1
143,대구,1912-12-20,3,-1.1,8
143,대구,1912-12-21,.4,-.8,2
143,대구,1912-12-22,-.3,-4.3,5.5
143,대구,1912-12-23,-6,-8.8,-3.2
143,대구,1912-12-24,-6.1,-10.2,-1.9
143,대구,1912-12-25,-3.7,-9.9,3.4
143,대구,1912-12-26,-2.2,-8.7,3.6
143,대구,1912-12-27,-.1,-2.7,2.4
143,대구,1912-12-28,1,-1.8,3
143,대구,1912-12-29,.9,-3.6,5.7
143,대구,1912-12-30,-1.3,-5.8,1.5
143,대구,1912-12-31,-3.6,-5.9,.9
143,대구,1913-01-01,-3.9,-7.6,.9
143,대구,1913-01-02,-2.8,-9.2,4.2
143,대구,1913-01-03,.7,-5.9,8.9
143,대구,1913-01-04,-2.7,-8.6,1.2
143,대구,1913-01-05,-7.4,-11.3,-3.3
143,대구,1913-01-06,-4.8,-9.6,.6
143,대구,1913-01-07,-3.1,-9.5,4.4
143,대구,1913-01-08,-1.5,-7.7,5.1
143,대구,1913-01-09,1.4,-4.9,8.6
143,대구,1913-01-10,-1.2,-3.9,2.6
143,대구,1913-01-11,-1.5,-6.2,5.5
143,대구,1913-01-12,-6.9,-9.8,-2.8
143,대구,1913-01-13,-6.3,-10.9,-1.1
143,대구,1913-01-14,-5.9,-12.3,-.9
143,대구,1913-01-15,-1.8,-4.4,.5
143,대구,1913-01-16,-.6,-2.8,1
143,대구,1913-01-17,2.4,-.4,6.2
143,대구,1913-01-18,-.6,-3.3,3.7
143,대구,1913-01-19,-1.3,-6.7,5
143,대구,1913-01-20,2.7,-2.4,8
143,대구,1913-01-21,1.7,0,2.9
143,대구,1913-01-22,2.8,-.2,6.8
143,대구,1913-01-23,-.3,-3.4,2.7
143,대구,1913-01-24,-2.1,-6.1,2.3
143,대구,1913-01-25,-4.7,-7.3,-1
143,대구,1913-01-26,-3.2,-8.1,2.2
143,대구,1913-01-27,-3.5,-10.7,2.2
143,대구,1913-01-28,-1,-7.7,4.5
143,대구,1913-01-29,-3,-6.5,3.2
143,대구,1913-01-30,-6,-9.8,-1.9
143,대구,1913-01-31,-.8,-7.9,5.9
143,대구,1913-02-01,-.5,-5.7,5.9
143,대구,1913-02-02,1.8,-4,8.2
143,대구,1913-02-03,1.1,-4.3,7.6
143,대구,1913-02-04,1,-3.2,6.4
143,대구,1913-02-05,2.2,-.1,4.9
143,대구,1913-02-06,-1.7,-6.8,3.9
143,대구,1913-02-07,-5.7,-9.8,-1.3
143,대구,1913-02-08,-7.2,-11.5,-.1
143,대구,1913-02-09,-10.3,-14.8,-6.5
143,대구,1913-02-10,-9.8,-12.6,-5.7
143,대구,1913-02-11,-5.9,-11.6,.5
143,대구,1913-02-12,-2.8,-11.1,4.3
143,대구,1913-02-13,2.2,-2.9,8.4
143,대구,1913-02-14,1.2,-3,8
143,대구,1913-02-15,1.8,-4.4,9.2
143,대구,1913-02-16,.8,-2.8,6.3
143,대구,1913-02-17,-.2,-6.9,6.8
143,대구,1913-02-18,2.3,-6,11.7
143,대구,1913-02-19,4.4,.5,10.3
143,대구,1913-02-20,2.7,-3.6,10.9
143,대구,1913-02-21,3.5,-4.2,13.1
143,대구,1913-02-22,5,-.6,12.1
143,대구,1913-02-23,-2.8,-7.2,2.1
143,대구,1913-02-24,-1,-7.6,7.2
143,대구,1913-02-25,1.4,-4.7,8.9
143,대구,1913-02-26,-2.2,-5.9,3
143,대구,1913-02-27,-2.5,-8.3,2.4
143,대구,1913-02-28,-.4,-5.1,5.7
143,대구,1913-03-01,-2.5,-6.5,2.9
143,대구,1913-03-02,-2.1,-9.1,6.2
143,대구,1913-03-03,2.2,-4.3,8.2
143,대구,1913-03-04,.5,-3.8,6
143,대구,1913-03-05,1.5,-7.6,9.8
143,대구,1913-03-06,4.1,-2.2,13.4
143,대구,1913-03-07,-2.9,-7.7,2
143,대구,1913-03-08,-1.3,-8,6.7
143,대구,1913-03-09,-1.4,-5.7,5.6
143,대구,1913-03-10,.1,-8,8.4
143,대구,1913-03-11,.3,-5,7.7
143,대구,1913-03-12,1.1,-6.3,10.2
143,대구,1913-03-13,1,-4.3,8.3
143,대구,1913-03-14,2.1,-5,10.8
143,대구,1913-03-15,6.7,-2.6,15.9
143,대구,1913-03-16,7.7,1.6,13.4
143,대구,1913-03-17,8.1,-1,17.5
143,대구,1913-03-18,9.5,5.4,15.8
143,대구,1913-03-19,8,1.8,16.4
143,대구,1913-03-20,9.7,1,17
143,대구,1913-03-21,5.7,1.1,12.3
143,대구,1913-03-22,3.8,.4,9.4
143,대구,1913-03-23,4.3,-.8,10.8
143,대구,1913-03-24,4.7,0,11.2
143,대구,1913-03-25,4.1,-.2,10.9
143,대구,1913-03-26,4.3,-1.9,10.9
143,대구,1913-03-27,6.8,-4.2,17.1
143,대구,1913-03-28,13.3,5,18.4
143,대구,1913-03-29,9.3,2.8,17.5
143,대구,1913-03-30,10.6,.3,20.7
143,대구,1913-03-31,11.9,3.2,21.5
143,대구,1913-04-01,14.1,3.5,24.4
143,대구,1913-04-02,12.8,9.8,16.7
143,대구,1913-04-03,11.4,3,21.3
143,대구,1913-04-04,12.5,-.2,26
143,대구,1913-04-05,11.6,7.3,14.3
143,대구,1913-04-06,15.7,12.2,19.8
143,대구,1913-04-07,12.7,10.1,17.2
143,대구,1913-04-08,9.2,7.2,11.7
143,대구,1913-04-09,6.9,3.3,13.2
143,대구,1913-04-10,7.5,.4,15.4
143,대구,1913-04-11,12.2,.6,21.9
143,대구,1913-04-12,11.1,6.5,16
143,대구,1913-04-13,10.1,2.4,18.6
143,대구,1913-04-14,10.4,7.1,16.6
143,대구,1913-04-15,12.5,4,21.5
143,대구,1913-04-16,11.2,4.8,18.7
143,대구,1913-04-17,10.7,5.7,18.5
143,대구,1913-04-18,9.7,2.3,17.9
143,대구,1913-04-19,12.7,2.7,21
143,대구,1913-04-20,13.9,10.3,20.1
143,대구,1913-04-21,13.8,6.1,21.9
143,대구,1913-04-22,13.4,11.3,14.7
143,대구,1913-04-23,13.2,10.9,17.8
143,대구,1913-04-24,15.6,6.3,23.7
143,대구,1913-04-25,18,12,22.5
143,대구,1913-04-26,13.2,10.9,16.8
143,대구,1913-04-27,14.8,10.8,20.7
143,대구,1913-04-28,12.4,7.7,16.4
143,대구,1913-04-29,14.7,7.4,22.7
143,대구,1913-04-30,13.1,11.4,15.4
143,대구,1913-05-01,15.6,11.3,23.2
143,대구,1913-05-02,14.3,10.1,20
143,대구,1913-05-03,15,9.4,22.4
143,대구,1913-05-04,16.6,8.2,25.2
143,대구,1913-05-05,17,11.3,23.1
143,대구,1913-05-06,16.7,8.9,26.5
143,대구,1913-05-07,19.2,9.7,28.9
143,대구,1913-05-08,15,11.8,19.3
143,대구,1913-05-09,12.8,9.2,19.2
143,대구,1913-05-10,14.6,8.5,21.9
143,대구,1913-05-11,16.9,7.4,27.7
143,대구,1913-05-12,16.7,12.3,20.9
143,대구,1913-05-13,15.6,12.7,19.3
143,대구,1913-05-14,13.7,9.4,18.6
143,대구,1913-05-15,14.2,11.2,19.6
143,대구,1913-05-16,13,11,16.4
143,대구,1913-05-17,16.1,7.8,22.6
143,대구,1913-05-18,16.2,12,21
143,대구,1913-05-19,15.2,12.7,18.9
143,대구,1913-05-20,14.3,9.9,20.3
143,대구,1913-05-21,15.2,7.3,23.4
143,대구,1913-05-22,17.8,9.8,26.7
143,대구,1913-05-23,19.6,12.1,29.4
143,대구,1913-05-24,19.6,13.9,28.9
143,대구,1913-05-25,15.5,12.9,19.6
143,대구,1913-05-26,14.1,12,19
143,대구,1913-05-27,17.6,11.7,24.6
143,대구,1913-05-28,20.4,11.3,29.4
143,대구,1913-05-29,16.9,14.5,19.5
143,대구,1913-05-30,20.1,12.3,28.4
143,대구,1913-05-31,17.1,11.2,25.4
143,대구,1913-06-01,20.3,12.1,28.5
143,대구,1913-06-02,20.3,15.5,25.7
143,대구,1913-06-03,18.1,17.1,20.1
143,대구,1913-06-04,19.1,14.9,24
143,대구,1913-06-05,18.4,15.5,23.4
143,대구,1913-06-06,18.9,14.8,25.9
143,대구,1913-06-07,21.1,14.2,28.3
143,대구,1913-06-08,22.7,16.8,30.7
143,대구,1913-06-09,19.5,16.8,24.9
143,대구,1913-06-10,21.7,17.6,26.4
143,대구,1913-06-11,24.3,20,30.3
143,대구,1913-06-12,23,18.6,30.6
143,대구,1913-06-13,21.1,16.9,27.1
143,대구,1913-06-14,19.8,16.5,24.6
143,대구,1913-06-15,21.8,14,30.1
143,대구,1913-06-16,19.7,16.8,20.7
143,대구,1913-06-17,23,19.2,28.4
143,대구,1913-06-18,23,17,30.7
143,대구,1913-06-19,24.6,19.7,33
143,대구,1913-06-20,23.4,17.6,31
143,대구,1913-06-21,22.5,18.2,28.6
143,대구,1913-06-22,22.9,15.9,29.9
143,대구,1913-06-23,21,15.3,27.4
143,대구,1913-06-24,20.1,18.2,23.2
143,대구,1913-06-25,20.4,16.8,27.2
143,대구,1913-06-26,22,16,29.3
143,대구,1913-06-27,20.3,16.4,26.1
143,대구,1913-06-28,23.5,17.7,26.9
143,대구,1913-06-29,22.2,16.5,29.3
143,대구,1913-06-30,23.6,17.7,30.5
143,대구,1913-07-01,25.1,18.7,33.1
143,대구,1913-07-02,24.9,20.5,31.9
143,대구,1913-07-03,23.7,21.1,26.8
143,대구,1913-07-04,22.5,19,27.8
143,대구,1913-07-05,21.5,16.7,28.6
143,대구,1913-07-06,23.7,16,32.4
143,대구,1913-07-07,19.2,16.8,28.1
143,대구,1913-07-08,17.6,14.3,22.1
143,대구,1913-07-09,17.2,11.3,23.2
143,대구,1913-07-10,20.7,12.8,28.3
143,대구,1913-07-11,21.6,14.8,29.8
143,대구,1913-07-12,23.4,16.2,29.7
143,대구,1913-07-13,24.2,20.6,30.1
143,대구,1913-07-14,25.6,24.3,31.7
143,대구,1913-07-15,26.2,23.3,30.7
143,대구,1913-07-16,24.9,21.3,31.3
143,대구,1913-07-17,22.2,20.3,25.1
143,대구,1913-07-18,22.8,19.3,27.3
143,대구,1913-07-19,23.2,20.4,27.6
143,대구,1913-07-20,22.6,19.7,26.1
143,대구,1913-07-21,22.4,19.8,27.6
143,대구,1913-07-22,25.4,19.5,30.7
143,대구,1913-07-23,25.5,22.4,29.3
143,대구,1913-07-24,26.5,19.7,34.3
143,대구,1913-07-25,28.6,22.2,36.8
143,대구,1913-07-26,29.8,23.9,37.4
143,대구,1913-07-27,30.5,25.2,37.5
143,대구,1913-07-28,30.7,24.9,38.9
143,대구,1913-07-29,30.8,25.5,37.4
143,대구,1913-07-30,22.8,19.8,26.5
143,대구,1913-07-31,21.7,19.8,24.9
143,대구,1913-08-01,22.1,19.2,27.7
143,대구,1913-08-02,21.1,17.1,27.4
143,대구,1913-08-03,21.2,17.4,26.9
143,대구,1913-08-04,21.4,17.4,27.6
143,대구,1913-08-05,22.7,15.1,31.2
143,대구,1913-08-06,24.6,16.6,34.1
143,대구,1913-08-07,23.4,17.1,31.9
143,대구,1913-08-08,24,16.4,33.6
143,대구,1913-08-09,27.2,18.8,35.7
143,대구,1913-08-10,28,21.5,36.2
143,대구,1913-08-11,29.2,22.7,36.2
143,대구,1913-08-12,29.2,25.5,36.1
143,대구,1913-08-13,29.6,26,36.3
143,대구,1913-08-14,28.1,24.1,34.4
143,대구,1913-08-15,26.5,19.8,34
143,대구,1913-08-16,29.1,21.6,37.7
143,대구,1913-08-17,31.1,25,38.6
143,대구,1913-08-18,26.7,23.3,34.1
143,대구,1913-08-19,26.1,21.9,31.9
143,대구,1913-08-20,25.4,22.6,30
143,대구,1913-08-21,22.8,20.1,24.5
143,대구,1913-08-22,22.4,18.6,27.8
143,대구,1913-08-23,22.9,18.1,28.4
143,대구,1913-08-24,21.8,20.3,23.6
143,대구,1913-08-25,22.1,19.2,26.7
143,대구,1913-08-26,21.9,18.2,27.6
143,대구,1913-08-27,21.9,17.9,29.7
143,대구,1913-08-28,21.9,15.1,29.9
143,대구,1913-08-29,24.7,18.3,32
143,대구,1913-08-30,24,20.8,28.1
143,대구,1913-08-31,22,17.3,30.1
143,대구,1913-09-01,21.3,14.8,30.3
143,대구,1913-09-02,19.9,14,29.1
143,대구,1913-09-03,19.1,14.8,25.7
143,대구,1913-09-04,18.9,12.8,26.4
143,대구,1913-09-05,20,12.6,27.5
143,대구,1913-09-06,20.2,17.1,25.6
143,대구,1913-09-07,21.5,14,29.9
143,대구,1913-09-08,23.1,18.6,30.7
143,대구,1913-09-09,21.4,15.8,27.7
143,대구,1913-09-10,21.6,16.3,27.5
143,대구,1913-09-11,21.3,18,25.5
143,대구,1913-09-12,23.3,15.5,32.4
143,대구,1913-09-13,23.1,19.6,28.9
143,대구,1913-09-14,22.1,18,28.1
143,대구,1913-09-15,21.9,18.1,26.9
143,대구,1913-09-16,21.4,15.5,29.3
143,대구,1913-09-17,19.9,14.5,26.4
143,대구,1913-09-18,20,14,27.7
143,대구,1913-09-19,21,15,27.7
143,대구,1913-09-20,18.9,15.9,21.9
143,대구,1913-09-21,18,11.8,26.1
143,대구,1913-09-22,18,11.4,27
143,대구,1913-09-23,16.4,9.3,25.7
143,대구,1913-09-24,16.7,8.8,26.9
143,대구,1913-09-25,19.4,11.4,28.1
143,대구,1913-09-26,16.1,13.6,18.9
143,대구,1913-09-27,17,11.5,25.5
143,대구,1913-09-28,18.5,10.3,27.7
143,대구,1913-09-29,20.1,11.6,29.9
143,대구,1913-09-30,19.9,11.8,29
143,대구,1913-10-01,19.1,13.9,26.8
143,대구,1913-10-02,17.4,10.6,25.4
143,대구,1913-10-03,17.8,11.2,26.4
143,대구,1913-10-04,16.4,12,22.9
143,대구,1913-10-05,17.2,13.2,23.6
143,대구,1913-10-06,17.2,12.6,23.9
143,대구,1913-10-07,19.3,13.1,27.3
143,대구,1913-10-08,19.2,11.6,28.4
143,대구,1913-10-09,18.7,12.2,26.8
143,대구,1913-10-10,17,13.1,22.5
143,대구,1913-10-11,15.8,9.4,23.8
143,대구,1913-10-12,14.9,8.8,23.2
143,대구,1913-10-13,16,8.3,24.9
143,대구,1913-10-14,17.3,12.3,23.7
143,대구,1913-10-15,15.2,12.9,18.8
143,대구,1913-10-16,14.8,12.4,19.7
143,대구,1913-10-17,13.2,9.5,17.9
143,대구,1913-10-18,12.4,7.8,19.7
143,대구,1913-10-19,12,4.4,21.3
143,대구,1913-10-20,15,5.1,23.7
143,대구,1913-10-21,12.4,8.4,18.3
143,대구,1913-10-22,10.9,6.2,17.7
143,대구,1913-10-23,9.4,4.7,16.6
143,대구,1913-10-24,8.9,.5,19.8
143,대구,1913-10-25,11.6,1.9,21.9
143,대구,1913-10-26,11.1,5.1,18.6
143,대구,1913-10-27,9.9,4.1,18.9
143,대구,1913-10-28,10.6,5.5,18.2
143,대구,1913-10-29,10.8,4.5,19.1
143,대구,1913-10-30,9.9,2.4,18.4
143,대구,1913-10-31,10.6,4.2,17.7
143,대구,1913-11-01,8.6,1.6,16.8
143,대구,1913-11-02,7.5,1.2,16.2
143,대구,1913-11-03,8.1,-.6,18.6
143,대구,1913-11-04,9.7,2.5,18.6
143,대구,1913-11-05,11.5,1.6,21.1
143,대구,1913-11-06,12,6.3,15.1
143,대구,1913-11-07,9.8,5,15.2
143,대구,1913-11-08,8.2,2.1,15.9
143,대구,1913-11-09,9.6,4.1,16.9
143,대구,1913-11-10,7,1.6,12.8
143,대구,1913-11-11,5.6,-2.2,15.4
143,대구,1913-11-12,8.5,-.6,17.9
143,대구,1913-11-13,8.3,2.3,15.5
143,대구,1913-11-14,1.3,-2.7,6.5
143,대구,1913-11-15,3.8,-3.6,11.8
143,대구,1913-11-16,5.4,-2,14.9
143,대구,1913-11-17,5.6,-2.5,15.8
143,대구,1913-11-18,8.6,.5,16.7
143,대구,1913-11-19,8.3,1,17.4
143,대구,1913-11-20,8.5,1.8,16.4
143,대구,1913-11-21,9.8,5.2,14.6
143,대구,1913-11-22,7,2.1,13.5
143,대구,1913-11-23,7.8,.1,16.6
143,대구,1913-11-24,7.5,.3,15.1
143,대구,1913-11-25,9.9,5.9,14.6
143,대구,1913-11-26,8.1,5.3,10.7
143,대구,1913-11-27,7,2.5,12.7
143,대구,1913-11-28,1.5,-1.7,6.6
143,대구,1913-11-29,2.1,-2.8,5.4
143,대구,1913-11-30,8.1,3.1,12.7
143,대구,1913-12-01,7.8,2.3,14.6
143,대구,1913-12-02,4.2,0,12.2
143,대구,1913-12-03,-.7,-4,3.4
143,대구,1913-12-04,-1,-5.5,2.9
143,대구,1913-12-05,1.8,-4.6,7.3
143,대구,1913-12-06,5.5,-.3,11.6
143,대구,1913-12-07,3.8,-.8,11.5
143,대구,1913-12-08,1.4,-4.7,9.2
143,대구,1913-12-09,2.7,-2.9,9.3
143,대구,1913-12-10,5.3,-1.6,13.6
143,대구,1913-12-11,4.2,.8,6.5
143,대구,1913-12-12,6,3.8,10.8
143,대구,1913-12-13,1.5,-4.1,5.2
143,대구,1913-12-14,-2.9,-6.7,1.1
143,대구,1913-12-15,-.2,-3.3,2.4
143,대구,1913-12-16,1.8,-1,4.9
143,대구,1913-12-17,-4,-8.1,-.6
143,대구,1913-12-18,-6.2,-10,-1.9
143,대구,1913-12-19,-3.2,-10.1,3.9
143,대구,1913-12-20,1.5,-6.4,9
143,대구,1913-12-21,1.8,-3.2,9.7
143,대구,1913-12-22,-.9,-4.4,3.3
143,대구,1913-12-23,-2.1,-5.5,.9
143,대구,1913-12-24,-1.9,-6.9,3.7
143,대구,1913-12-25,1.1,-4.6,8.4
143,대구,1913-12-26,1.7,-5.2,9.2
143,대구,1913-12-27,-.2,-6.2,7.3
143,대구,1913-12-28,.4,-4.9,6.2
143,대구,1913-12-29,1.4,-6.8,9.9
143,대구,1913-12-30,-.3,-4.7,3.1
143,대구,1913-12-31,-3.7,-8.1,2.9
143,대구,1914-01-01,2.5,-8,14.6
143,대구,1914-01-02,1,-3.1,7.9
143,대구,1914-01-03,-3.6,-6.9,.4
143,대구,1914-01-04,-2.9,-9.7,5.5
143,대구,1914-01-05,3.5,-4.3,13.5
143,대구,1914-01-06,2.7,-4.6,10
143,대구,1914-01-07,-4.6,-9.4,1.2
143,대구,1914-01-08,-6.7,-9.7,-2.7
143,대구,1914-01-09,-2.3,-10.2,6.3
143,대구,1914-01-10,3.4,-3.5,11.5
143,대구,1914-01-11,2,-3.4,10.7
143,대구,1914-01-12,1.1,-6.4,11.6
143,대구,1914-01-13,1.3,-5,16
143,대구,1914-01-14,5.2,-.4,15.9
143,대구,1914-01-15,1.4,-3.7,6.3
143,대구,1914-01-16,.5,-3.3,4.7
143,대구,1914-01-17,-1.3,-5.9,2
143,대구,1914-01-18,1.6,-4,7.7
143,대구,1914-01-19,2.2,-2.3,7.5
143,대구,1914-01-20,1.3,-2.2,5.7
143,대구,1914-01-21,.8,-2.8,6.2
143,대구,1914-01-22,.9,-5.6,7.5
143,대구,1914-01-23,1.5,-3.4,9.6
143,대구,1914-01-24,2.9,-4.2,10.6
143,대구,1914-01-25,-1.4,-4.9,4.5
143,대구,1914-01-26,-2.5,-7.5,2.9
143,대구,1914-01-27,-.1,-4.1,5.1
143,대구,1914-01-28,-.1,-6.8,7.7
143,대구,1914-01-29,.7,-3,7.1
143,대구,1914-01-30,-1.1,-4.2,4.4
143,대구,1914-01-31,-.8,-5,5.3
143,대구,1914-02-01,-.9,-4.9,4.8
143,대구,1914-02-02,-2.7,-7.1,2.7
143,대구,1914-02-03,-1.1,-7.1,6.6
143,대구,1914-02-04,-.6,-8.7,8.7
143,대구,1914-02-05,1.3,-.8,4.7
143,대구,1914-02-06,1.7,-3.3,7.1
143,대구,1914-02-07,-.1,-7.6,6.7
143,대구,1914-02-08,1.7,-.5,4.6
143,대구,1914-02-09,-.9,-3.9,2.9
143,대구,1914-02-10,-2.3,-6.3,1.9
143,대구,1914-02-11,-2.1,-6.5,4.7
143,대구,1914-02-12,-1.3,-5.7,6.5
143,대구,1914-02-13,0,-5.8,8.8
143,대구,1914-02-14,2,-6.3,12.2
143,대구,1914-02-15,2.2,-4.4,9.4
143,대구,1914-02-16,5.2,-4.3,16.4
143,대구,1914-02-17,7,1.1,10.8
143,대구,1914-02-18,3.2,1.6,8.1
143,대구,1914-02-19,4.6,1.6,8.3
143,대구,1914-02-20,5.9,2.4,9.2
143,대구,1914-02-21,5.5,4.2,7.7
143,대구,1914-02-22,3.7,1.9,5.9
143,대구,1914-02-23,3.2,.9,6.5
143,대구,1914-02-24,4.4,-1.2,9.3
143,대구,1914-02-25,3.8,.6,8
143,대구,1914-02-26,2.4,-2.1,8.4
143,대구,1914-02-27,.8,-3.1,6.6
143,대구,1914-02-28,1.8,-5.5,11.9
143,대구,1914-03-01,5.3,-4.6,14.4
143,대구,1914-03-02,7,2.4,11.5
143,대구,1914-03-03,7.4,-1.1,17
143,대구,1914-03-04,6.3,-.2,16.1
143,대구,1914-03-05,5.6,.5,10
143,대구,1914-03-06,17.1,10,21.7
143,대구,1914-03-07,9.4,4.4,15.4
143,대구,1914-03-08,3.9,2.1,6.6
143,대구,1914-03-09,5.1,2.1,8.7
143,대구,1914-03-10,4.8,3.4,6.8
143,대구,1914-03-11,5.1,3.8,6.2
143,대구,1914-03-12,7.7,4.8,10.4
143,대구,1914-03-13,7.5,3.7,11.6
143,대구,1914-03-14,4.7,.4,10.9
143,대구,1914-03-15,1.4,-1.8,6.7
143,대구,1914-03-16,2.9,-3.1,10
143,대구,1914-03-17,5.2,-.3,10.6
143,대구,1914-03-18,8.9,2.5,16.1
143,대구,1914-03-19,8.6,2.8,16
143,대구,1914-03-20,9.4,.9,19.1
143,대구,1914-03-21,11,3.4,20.5
143,대구,1914-03-22,14,6.1,21.5
143,대구,1914-03-23,13.6,11.1,17.7
143,대구,1914-03-24,14,11.5,19
143,대구,1914-03-25,6.5,1.8,11.6
143,대구,1914-03-26,2.4,-1.4,9.3
143,대구,1914-03-27,4.1,-2.5,11.4
143,대구,1914-03-28,7.2,1.1,14.3
143,대구,1914-03-29,9.6,-.4,17.9
143,대구,1914-03-30,11.4,5.6,19.6
143,대구,1914-03-31,5.6,1.3,10.3
143,대구,1914-04-01,8.3,2,16
143,대구,1914-04-02,6.1,4.6,7.4
143,대구,1914-04-03,3.5,1.3,5.4
143,대구,1914-04-04,3.4,1.4,6.7
143,대구,1914-04-05,4.4,.9,11.2
143,대구,1914-04-06,5.3,-.1,11.6
143,대구,1914-04-07,6.1,-.7,13.5
143,대구,1914-04-08,6.5,1.4,14.4
143,대구,1914-04-09,10.3,2.5,19.2
143,대구,1914-04-10,12.6,5.4,20.8
143,대구,1914-04-11,11.5,5.8,19.2
143,대구,1914-04-12,10.4,9.1,12.9
143,대구,1914-04-13,12.1,9.7,14
143,대구,1914-04-14,11.2,8.7,16.6
143,대구,1914-04-15,12.4,7.9,19.7
143,대구,1914-04-16,9.8,5.5,16.7
143,대구,1914-04-17,10.6,2.9,18.5
143,대구,1914-04-18,13.1,5.3,21.7
143,대구,1914-04-19,13.9,8.3,20
143,대구,1914-04-20,15.4,12,20.2
143,대구,1914-04-21,17.6,9.9,26
143,대구,1914-04-22,18.5,11.3,27.3
143,대구,1914-04-23,12.9,9,16.2
143,대구,1914-04-24,8.8,5.4,12
143,대구,1914-04-25,16.4,10.1,24.2
143,대구,1914-04-26,17.9,12,27.3
143,대구,1914-04-27,15.2,11.5,21.1
143,대구,1914-04-28,13.2,8.9,18.1
143,대구,1914-04-29,13,3.8,21.9
143,대구,1914-04-30,16.3,8.7,24.8
