지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
146,전주,1954-05-30,19.6,14.7,27.1
146,전주,1954-05-31,18.5,12.5,25.2
146,전주,1954-06-01,15.3,13.7,17.8
146,전주,1954-06-02,15.1,13,17.6
146,전주,1954-06-03,17.1,12.7,22
146,전주,1954-06-04,19.6,14.4,26.9
146,전주,1954-06-05,19.5,16.8,23.3
146,전주,1954-06-06,19.5,16.8,25.6
146,전주,1954-06-07,19.3,15.4,24.7
146,전주,1954-06-08,20,17,24.8
146,전주,1954-06-09,18.3,15.9,21.7
146,전주,1954-06-10,16.7,15.1,18
146,전주,1954-06-11,18.1,15,22.5
146,전주,1954-06-12,20.8,15.4,27.7
146,전주,1954-06-13,21,16.4,27.3
146,전주,1954-06-14,19.8,16.1,26.2
146,전주,1954-06-15,20.3,16,26.3
146,전주,1954-06-16,21.9,14.4,30.6
146,전주,1954-06-17,22.8,16.1,30.6
146,전주,1954-06-18,23.9,18.4,29.3
146,전주,1954-06-19,21.2,18.5,26.4
146,전주,1954-06-20,20.7,18,25.7
146,전주,1954-06-21,22.7,16.7,29.7
146,전주,1954-06-22,23.7,19,29.6
146,전주,1954-06-23,23.6,17.5,30.1
146,전주,1954-06-24,22.2,16.8,27.6
146,전주,1954-06-25,18.6,16.4,23.3
146,전주,1954-06-26,20.9,16.8,24.7
146,전주,1954-06-27,22.7,18.7,27.6
146,전주,1954-06-28,20.7,17.7,23.5
146,전주,1954-06-29,21.9,17.4,26.5
146,전주,1954-06-30,21.3,17.6,26.2
146,전주,1954-07-01,22,16.7,27.9
146,전주,1954-07-02,21.8,19.4,24.9
146,전주,1954-07-03,25.3,18.7,32.5
146,전주,1954-07-04,22.3,19.9,24
146,전주,1954-07-05,20.9,18.8,23.4
146,전주,1954-07-06,22.6,18.5,27
146,전주,1954-07-07,20.9,19.4,23.2
146,전주,1954-07-08,21.8,19.4,23.8
146,전주,1954-07-09,22.5,17.4,28
146,전주,1954-07-10,24.6,20.4,29.7
146,전주,1954-07-11,23.5,20.5,28.4
146,전주,1954-07-12,21.6,17.5,26.7
146,전주,1954-07-13,20.9,15.1,26.7
146,전주,1954-07-14,23,17.4,29.6
146,전주,1954-07-15,23.6,20.6,28.8
146,전주,1954-07-16,25,20,31.1
146,전주,1954-07-17,23.7,21.4,25.2
146,전주,1954-07-18,23.4,20.2,25.2
146,전주,1954-07-19,24.6,20.2,29.9
146,전주,1954-07-20,25.3,20.5,30.8
146,전주,1954-07-21,25.3,24.2,27.7
146,전주,1954-07-22,24.9,22.4,26.9
146,전주,1954-07-23,25.4,23.9,26.2
146,전주,1954-07-24,27,24.1,30.4
146,전주,1954-07-25,25.3,22.8,29.2
146,전주,1954-07-26,24.5,21.9,28.6
146,전주,1954-07-27,25.5,22,30.4
146,전주,1954-07-28,24,22.2,26.8
146,전주,1954-07-29,24.1,21.8,28.3
146,전주,1954-07-30,23.3,20.3,27.2
146,전주,1954-07-31,23.7,19.9,28.2
146,전주,1954-08-01,23.5,20.2,27.9
146,전주,1954-08-02,22,20.6,23.4
146,전주,1954-08-03,25.8,21.6,29.7
146,전주,1954-08-04,26.4,22.5,31.2
146,전주,1954-08-05,26.9,22.2,32.6
146,전주,1954-08-06,27.8,23.2,33.8
146,전주,1954-08-07,28.1,23.1,34.1
146,전주,1954-08-08,27,22.8,32.6
146,전주,1954-08-09,27.5,22.5,33.7
146,전주,1954-08-10,28.8,23.7,34.8
146,전주,1954-08-11,27.7,25.8,32.7
146,전주,1954-08-12,26.8,24.7,31.6
146,전주,1954-08-13,28.9,25.4,34.8
146,전주,1954-08-14,28.3,24.4,34.5
146,전주,1954-08-15,28,22.5,34.3
146,전주,1954-08-16,28.8,23.7,34.4
146,전주,1954-08-17,28.5,24.9,32.3
146,전주,1954-08-18,27.2,24,32
146,전주,1954-08-19,25.9,22.4,31.2
146,전주,1954-08-20,27.5,24.7,31.1
146,전주,1954-08-21,28.1,25.4,31.2
146,전주,1954-08-22,28.5,26,32.8
146,전주,1954-08-23,28,24.9,33.9
146,전주,1954-08-24,28.4,23.5,34.6
146,전주,1954-08-25,25.4,23.4,28.5
146,전주,1954-08-26,28.4,24.2,32.3
146,전주,1954-08-27,27.4,24.7,31.2
146,전주,1954-08-28,25.8,23.5,29.3
146,전주,1954-08-29,23.6,21.9,24.9
146,전주,1954-08-30,22.7,20.5,25.2
146,전주,1954-08-31,23.6,18.2,29.8
146,전주,1954-09-01,24,21.1,28.2
146,전주,1954-09-02,22.3,20.2,24.6
146,전주,1954-09-03,23.5,20.2,27.4
146,전주,1954-09-04,23.9,18.8,30.8
146,전주,1954-09-05,24,19.2,27.9
146,전주,1954-09-06,24.6,22.9,27.5
146,전주,1954-09-07,24.6,21.9,28.1
146,전주,1954-09-08,23.6,19.5,27.6
146,전주,1954-09-09,21.8,16.9,27.8
146,전주,1954-09-10,22.6,16.8,29.8
146,전주,1954-09-11,22.8,17,29.9
146,전주,1954-09-12,25.6,19.2,32.6
146,전주,1954-09-13,22.6,20,24.6
146,전주,1954-09-14,19.9,17.9,23.1
146,전주,1954-09-15,21.6,17.9,25.3
146,전주,1954-09-16,20.6,15.1,28.7
146,전주,1954-09-17,21.1,16.3,28.2
146,전주,1954-09-18,19.2,13.2,26.8
146,전주,1954-09-19,21.7,15.5,28.2
146,전주,1954-09-20,21.5,18,26.9
146,전주,1954-09-21,20.3,15.3,27.9
146,전주,1954-09-22,21.1,16.1,27.5
146,전주,1954-09-23,20.7,17,25.4
146,전주,1954-09-24,18.5,15.7,22.2
146,전주,1954-09-25,16.1,14.8,17.3
146,전주,1954-09-26,16.5,12.9,22
146,전주,1954-09-27,15.6,10.5,20.8
146,전주,1954-09-28,16.7,12.8,22.4
146,전주,1954-09-29,17.3,10.3,24.8
146,전주,1954-09-30,18.8,13.8,25.8
146,전주,1954-10-01,17.3,14.7,21.8
146,전주,1954-10-02,18.1,15.3,20.3
146,전주,1954-10-03,15.8,10.1,19.4
146,전주,1954-10-04,12.5,6.4,20.8
146,전주,1954-10-05,16.2,11.6,19.5
146,전주,1954-10-06,15.7,14.6,17
146,전주,1954-10-07,16.7,14.9,19.3
146,전주,1954-10-08,13.5,10.5,16.5
146,전주,1954-10-09,11.3,7.7,16.2
146,전주,1954-10-10,10.4,6.7,16.2
146,전주,1954-10-11,9.5,4.8,16.6
146,전주,1954-10-12,7.4,3.6,13.6
146,전주,1954-10-13,9.2,2.7,17.3
146,전주,1954-10-14,11.1,5.2,18.9
146,전주,1954-10-15,11.3,5.5,20
146,전주,1954-10-16,13.3,6.6,21.5
146,전주,1954-10-17,14.8,9.4,21.2
146,전주,1954-10-18,14.3,7.8,21.2
146,전주,1954-10-19,14.9,8.6,22.9
146,전주,1954-10-20,14.5,10,21.3
146,전주,1954-10-21,12.9,8,20.4
146,전주,1954-10-22,11.9,7,19.2
146,전주,1954-10-23,14.7,8.3,21.7
146,전주,1954-10-24,14.3,7.2,24
146,전주,1954-10-25,15,7,23.5
146,전주,1954-10-26,14.4,6.9,23.8
146,전주,1954-10-27,14.8,10.2,22
146,전주,1954-10-28,11.2,4.9,15.2
146,전주,1954-10-29,10.5,3.6,16.3
146,전주,1954-10-30,9.1,6.1,14
146,전주,1954-10-31,9,3.4,17
146,전주,1954-11-01,9.6,3.4,16.7
146,전주,1954-11-02,5.6,.3,13.6
146,전주,1954-11-03,8.8,1.3,16.7
146,전주,1954-11-04,12.8,7.2,20.4
146,전주,1954-11-05,12,6.6,20.6
146,전주,1954-11-06,10.8,4.4,20.4
146,전주,1954-11-07,10.4,5.4,18.1
146,전주,1954-11-08,12.5,7,19.4
146,전주,1954-11-09,13.8,9.8,20.1
146,전주,1954-11-10,15.6,9.4,21.4
146,전주,1954-11-11,8.9,4.1,15.1
146,전주,1954-11-12,8,1.3,16.8
146,전주,1954-11-13,11.5,2.7,20.5
146,전주,1954-11-14,10.5,6.3,16.7
146,전주,1954-11-15,6.9,2.4,14.2
146,전주,1954-11-16,7.2,2.3,15.9
146,전주,1954-11-17,4.3,-.6,10.7
146,전주,1954-11-18,6.8,2.4,10.2
146,전주,1954-11-19,5.2,.2,11.4
146,전주,1954-11-20,6.5,.6,14.8
146,전주,1954-11-21,8.8,3.9,16.5
146,전주,1954-11-22,9.2,3.6,18.7
146,전주,1954-11-23,12.8,6.6,21.8
146,전주,1954-11-24,13.5,7,20.9
146,전주,1954-11-25,11,6.6,15.6
146,전주,1954-11-26,12.8,5.3,19.8
146,전주,1954-11-27,13.2,9.4,17.6
146,전주,1954-11-28,13.9,7.2,20.7
146,전주,1954-11-29,12.5,9.8,17.7
146,전주,1954-11-30,13.6,10.6,16.8
146,전주,1954-12-01,7.8,3.1,12.6
146,전주,1954-12-02,0,-2.7,3.3
146,전주,1954-12-03,0,-3.7,2.7
146,전주,1954-12-04,.5,-2.7,4
146,전주,1954-12-05,1,-1.7,6.4
146,전주,1954-12-06,4,-3,11
146,전주,1954-12-07,10,5.8,13.9
146,전주,1954-12-08,8.4,4.8,12.6
146,전주,1954-12-09,3.2,1.5,4.8
146,전주,1954-12-10,-.5,-3.1,2.9
146,전주,1954-12-11,-1,-4.2,3.2
146,전주,1954-12-12,-2,-5.9,3.3
146,전주,1954-12-13,.8,-2.6,3
146,전주,1954-12-14,-2.3,-5.7,2.1
146,전주,1954-12-15,-1.9,-7,1.4
146,전주,1954-12-16,1.1,-1.1,6
146,전주,1954-12-17,-1.1,-5.1,4.1
146,전주,1954-12-18,1.2,-5.3,7.9
146,전주,1954-12-19,3.3,1.1,7.2
146,전주,1954-12-20,1.1,-1.9,5.3
146,전주,1954-12-21,6.1,-1.1,11.4
146,전주,1954-12-22,1.9,-4.1,5.2
146,전주,1954-12-23,-2.1,-5.9,3.9
146,전주,1954-12-24,-3.1,-6.4,1.7
146,전주,1954-12-25,-4.1,-6.8,-1.9
146,전주,1954-12-26,-4.2,-7.5,.4
146,전주,1954-12-27,-4.1,-8.7,.2
146,전주,1954-12-28,-1,-4.8,3.9
146,전주,1954-12-29,-2.3,-6.3,.4
146,전주,1954-12-30,-2.8,-6.4,1
146,전주,1954-12-31,-3.5,-6.7,.3
146,전주,1955-01-01,-4.6,-8.2,-1
146,전주,1955-01-02,-6.8,-9.8,-2.2
146,전주,1955-01-03,-5.5,-8.9,-1.2
146,전주,1955-01-04,-1.9,-7.4,1.4
146,전주,1955-01-05,-3.6,-6.2,-.7
146,전주,1955-01-06,-7.1,-10.4,-2.8
146,전주,1955-01-07,-6.6,-11.2,.3
146,전주,1955-01-08,-3.1,-10.1,2.6
146,전주,1955-01-09,-3.5,-7.3,-.6
146,전주,1955-01-10,-8.2,-12.8,-5.7
146,전주,1955-01-11,-7,-14.1,-1.2
146,전주,1955-01-12,-.8,-4.5,3.4
146,전주,1955-01-13,1,-1.6,6.3
146,전주,1955-01-14,2.2,-.9,5.4
146,전주,1955-01-15,-3.8,-8.9,1.5
146,전주,1955-01-16,-7.5,-15.7,-1.9
146,전주,1955-01-17,-5.1,-10.8,-.8
146,전주,1955-01-18,-7.5,-12.5,.1
146,전주,1955-01-19,1.1,-7,3.9
146,전주,1955-01-20,-3.7,-6.9,.9
146,전주,1955-01-21,-2.9,-10.7,2.4
146,전주,1955-01-22,1.9,-3.6,5.4
146,전주,1955-01-23,1.3,-4.9,7.6
146,전주,1955-01-24,2.3,-2.4,9.3
146,전주,1955-01-25,.8,-1.8,4.5
146,전주,1955-01-26,-2.3,-4.9,1.7
146,전주,1955-01-27,-3.9,-8.9,1.8
146,전주,1955-01-28,-.4,-6.4,6.7
146,전주,1955-01-29,2.6,-1.7,4.8
146,전주,1955-01-30,1.1,-2.8,4.2
146,전주,1955-01-31,-3.1,-7.1,2.5
146,전주,1955-02-01,2.8,-6.7,9.2
146,전주,1955-02-02,5,1.4,11.7
146,전주,1955-02-03,.6,-1.6,4.5
146,전주,1955-02-04,1.3,-3.5,7.3
146,전주,1955-02-05,-.7,-4.8,5.2
146,전주,1955-02-06,.9,-4.2,5.2
146,전주,1955-02-07,3,-.7,6.6
146,전주,1955-02-08,2,-2.7,9.2
146,전주,1955-02-09,3.7,-.7,10.1
146,전주,1955-02-10,.8,-7,6.1
146,전주,1955-02-11,-7.8,-10.2,-3.7
146,전주,1955-02-12,-5.4,-10.8,-.2
146,전주,1955-02-13,-.4,-7.5,5.7
146,전주,1955-02-14,4.1,-.5,10.7
146,전주,1955-02-15,4.5,-.8,10.4
146,전주,1955-02-16,4.1,-2.6,13.6
146,전주,1955-02-17,8.7,3.6,13.6
146,전주,1955-02-18,7.6,1.3,15.6
146,전주,1955-02-19,.7,-2.5,3.3
146,전주,1955-02-20,-5.8,-6.8,-2.4
146,전주,1955-02-21,-6,-10.1,-2.7
146,전주,1955-02-22,2.9,-3.8,6.6
146,전주,1955-02-23,5,-.1,10.5
146,전주,1955-02-24,4.9,-.3,13
146,전주,1955-02-25,3.4,-1.9,10.7
146,전주,1955-02-26,10.9,1.1,17.7
146,전주,1955-02-27,8.3,3.1,12.9
146,전주,1955-02-28,3.2,0,8.1
146,전주,1955-03-01,3.7,.2,9.4
146,전주,1955-03-02,5.8,-.1,13.2
146,전주,1955-03-03,6.1,.8,13.3
146,전주,1955-03-04,3.1,-.1,8.7
146,전주,1955-03-05,3.5,-.1,8.5
146,전주,1955-03-06,3.6,-.3,6.5
146,전주,1955-03-07,6.1,3.8,9.2
146,전주,1955-03-08,4.7,2.5,7.7
146,전주,1955-03-09,2.3,-1.6,9.2
146,전주,1955-03-10,2.9,-4.5,12.3
146,전주,1955-03-11,12.1,1.5,19.3
146,전주,1955-03-12,9.9,.8,16
146,전주,1955-03-13,-.7,-3.4,2.4
146,전주,1955-03-14,0,-4.5,3.8
146,전주,1955-03-15,4.2,-1.2,10.8
146,전주,1955-03-16,14.1,5,21.4
146,전주,1955-03-17,17.1,6.7,23.7
146,전주,1955-03-18,1.4,-1.8,6.9
146,전주,1955-03-19,3.9,-3.2,10.4
146,전주,1955-03-20,7,3.3,10.8
146,전주,1955-03-21,6.9,5.2,9.1
146,전주,1955-03-22,7.9,4.4,15.4
146,전주,1955-03-23,5.5,3.1,9.6
146,전주,1955-03-24,5.2,1,10.5
146,전주,1955-03-25,3,-.7,8.2
146,전주,1955-03-26,5.8,-2.2,13.5
146,전주,1955-03-27,7.8,3.5,12.9
146,전주,1955-03-28,8.8,4.6,14.8
146,전주,1955-03-29,7.5,2.6,14.5
146,전주,1955-03-30,6.9,5.8,11.3
146,전주,1955-03-31,9.6,5.2,14.3
146,전주,1955-04-01,9.5,5.5,14.2
146,전주,1955-04-02,7.1,2.4,14.8
146,전주,1955-04-03,4.3,-.3,13
146,전주,1955-04-04,3.3,-2.2,10.7
146,전주,1955-04-05,7,-1.4,16
146,전주,1955-04-06,14.7,9.2,21.3
146,전주,1955-04-07,17.8,12,23.1
146,전주,1955-04-08,19.1,11.7,25.7
146,전주,1955-04-09,16.7,11.4,24.9
146,전주,1955-04-10,10.1,5.1,14.7
146,전주,1955-04-11,16.1,3.5,26.2
146,전주,1955-04-12,23.4,18.7,30
146,전주,1955-04-13,22.4,18,30
146,전주,1955-04-14,17.5,14.3,21.9
146,전주,1955-04-15,17,14.3,20.1
146,전주,1955-04-16,13.4,11.6,14.7
146,전주,1955-04-17,8.5,7.4,12.4
146,전주,1955-04-18,8.6,7.1,10.7
146,전주,1955-04-19,9.3,7.9,13
146,전주,1955-04-20,8.8,5.2,13.3
146,전주,1955-04-21,9.5,4.5,15.9
146,전주,1955-04-22,12.7,3.8,22.6
146,전주,1955-04-23,10.1,8.6,13.5
146,전주,1955-04-24,10.6,7.2,13.1
146,전주,1955-04-25,9.2,4.2,15.4
146,전주,1955-04-26,11.1,2.6,19.1
146,전주,1955-04-27,14.6,10.4,21.6
146,전주,1955-04-28,14.4,8.6,21.5
146,전주,1955-04-29,15.1,10.7,22.3
146,전주,1955-04-30,14.7,7.8,23.7
146,전주,1955-05-01,15.5,7.3,24.6
146,전주,1955-05-02,16.7,12.6,22.5
146,전주,1955-05-03,15.8,12.1,18
146,전주,1955-05-04,14,10.5,20.6
146,전주,1955-05-05,16,10.2,23.9
146,전주,1955-05-06,16.7,9.1,26.8
146,전주,1955-05-07,17.4,11.5,25
146,전주,1955-05-08,17.5,10.8,27
146,전주,1955-05-09,17.5,10.7,26.8
146,전주,1955-05-10,18.2,12,28.2
146,전주,1955-05-11,13.7,11,18
146,전주,1955-05-12,13.2,9.7,18.7
146,전주,1955-05-13,14.6,6.9,24.8
146,전주,1955-05-14,17.7,9.4,27.9
146,전주,1955-05-15,20.2,13.4,28.8
146,전주,1955-05-16,17.4,14,23.8
146,전주,1955-05-17,15.2,12.7,18.3
146,전주,1955-05-18,14.9,10.4,22.2
146,전주,1955-05-19,15.2,10,21.4
146,전주,1955-05-20,15.4,12.2,22.3
146,전주,1955-05-21,17.4,10.6,27.1
146,전주,1955-05-22,15.3,10.2,23.1
146,전주,1955-05-23,16.3,7.4,26.5
146,전주,1955-05-24,18.1,10.9,26.7
146,전주,1955-05-25,17,10,27
146,전주,1955-05-26,18.5,11.6,27.1
146,전주,1955-05-27,19.1,13.5,23.8
146,전주,1955-05-28,18.5,15.2,22.9
146,전주,1955-05-29,16,12.9,20.7
146,전주,1955-05-30,16.8,12,24.2
146,전주,1955-05-31,17.5,9.8,26.9
146,전주,1955-06-01,19.1,14.2,26.1
146,전주,1955-06-02,16.9,12.3,23.8
146,전주,1955-06-03,16.4,11.5,23.7
146,전주,1955-06-04,18.5,11.2,27.7
146,전주,1955-06-05,21.4,13.5,30.7
146,전주,1955-06-06,22.2,14.9,31.3
146,전주,1955-06-07,19.5,16.3,25.4
146,전주,1955-06-08,19.2,14.2,26
146,전주,1955-06-09,23.3,14.9,31.3
146,전주,1955-06-10,20.3,14.4,28.7
146,전주,1955-06-11,21.8,17.2,29.6
146,전주,1955-06-12,23.5,16.9,33.1
146,전주,1955-06-13,24,16.8,34.1
146,전주,1955-06-14,23,15.3,32.3
146,전주,1955-06-15,19.6,17.3,21.9
146,전주,1955-06-16,23.1,19,28.1
146,전주,1955-06-17,20.8,18.9,22.6
146,전주,1955-06-18,21.2,19.1,22.9
146,전주,1955-06-19,22.8,17.6,29.6
146,전주,1955-06-20,25.4,21.8,31.3
146,전주,1955-06-21,22.9,18.8,28.4
146,전주,1955-06-22,23.8,16.1,32.6
146,전주,1955-06-23,25.9,22.6,30.6
146,전주,1955-06-24,27.3,25.3,31.8
146,전주,1955-06-25,24.1,21.9,28.8
146,전주,1955-06-26,24.7,21.4,29.1
146,전주,1955-06-27,25.2,22.3,29.8
146,전주,1955-06-28,23.3,21.2,26.5
146,전주,1955-06-29,23.2,20.4,27.1
146,전주,1955-06-30,24.5,21.5,29.2
146,전주,1955-07-01,26.4,19.7,32.3
146,전주,1955-07-02,27.6,26,30.3
146,전주,1955-07-03,25.3,19.7,27.9
146,전주,1955-07-04,20.4,18.7,22.4
146,전주,1955-07-05,20.7,19.5,22.8
146,전주,1955-07-06,21.9,18.9,25.9
146,전주,1955-07-07,24,20.4,28.6
146,전주,1955-07-08,24.9,21.2,30.9
146,전주,1955-07-09,26.2,22.6,33.5
146,전주,1955-07-10,28.2,24.2,32.2
146,전주,1955-07-11,27.7,25.9,31.1
146,전주,1955-07-12,26.8,22.9,30.1
146,전주,1955-07-13,21.2,19.9,23.3
146,전주,1955-07-14,24.3,19.8,28.1
146,전주,1955-07-15,28.5,23.3,33.1
146,전주,1955-07-16,27.9,25,33
146,전주,1955-07-17,26.6,23.9,31.7
146,전주,1955-07-18,25.6,23.8,26.7
146,전주,1955-07-19,27,24,31.5
146,전주,1955-07-20,27.2,24.2,32.8
146,전주,1955-07-21,26.4,23.6,31.6
146,전주,1955-07-22,26.1,22.4,32
146,전주,1955-07-23,25.8,22.2,31.9
146,전주,1955-07-24,26.5,23.5,32
146,전주,1955-07-25,26.3,22.2,31.9
146,전주,1955-07-26,27.5,24.2,33.6
146,전주,1955-07-27,27.7,23.7,32.3
146,전주,1955-07-28,27.9,24.3,32.7
146,전주,1955-07-29,27.1,25,31.4
146,전주,1955-07-30,27.8,24.7,33.2
146,전주,1955-07-31,26.3,23.3,30.4
146,전주,1955-08-01,28.7,25.6,31.5
146,전주,1955-08-02,25.8,23.7,28.5
146,전주,1955-08-03,27.1,24.3,31.7
146,전주,1955-08-04,26.5,22.6,32.1
146,전주,1955-08-05,27.1,24,31.4
146,전주,1955-08-06,27,23.6,31.9
146,전주,1955-08-07,26.7,24.2,30.8
146,전주,1955-08-08,27.4,24.2,31.8
146,전주,1955-08-09,27.3,23.4,32.8
146,전주,1955-08-10,28.2,25.3,33.4
146,전주,1955-08-11,27.5,23.5,33.1
146,전주,1955-08-12,26.2,22,32.2
146,전주,1955-08-13,23.9,19.1,31
146,전주,1955-08-14,25.7,20.8,32
146,전주,1955-08-15,26.1,21.4,32.6
146,전주,1955-08-16,27,22,33.6
146,전주,1955-08-17,27.2,22.5,33.1
146,전주,1955-08-18,27.3,22.8,33.9
146,전주,1955-08-19,27.5,24.6,32
146,전주,1955-08-20,25.2,23.8,26.3
146,전주,1955-08-21,23.8,22.1,26.9
146,전주,1955-08-22,25.9,22,30.4
146,전주,1955-08-23,26.2,22.8,31.4
146,전주,1955-08-24,26.1,23,32.4
146,전주,1955-08-25,25.6,22.2,31.6
146,전주,1955-08-26,25.9,21.3,31.4
146,전주,1955-08-27,26,20.2,32.5
146,전주,1955-08-28,24.9,23.4,28.5
146,전주,1955-08-29,24.5,23,26.2
146,전주,1955-08-30,25.7,22.5,30.4
146,전주,1955-08-31,24.8,21.3,29.5
146,전주,1955-09-01,22.3,19.1,27.9
146,전주,1955-09-02,21.2,15.8,27.6
146,전주,1955-09-03,21.4,16.9,27
146,전주,1955-09-04,22.6,18.2,28
146,전주,1955-09-05,23.8,18.7,28.7
146,전주,1955-09-06,25.2,20.6,31.8
146,전주,1955-09-07,25.9,20.3,32.1
146,전주,1955-09-08,23,20.8,24.3
146,전주,1955-09-09,23,20.2,27.8
146,전주,1955-09-10,23,18.6,28.7
146,전주,1955-09-11,24.6,21,29.9
146,전주,1955-09-12,25.3,21.2,29.4
146,전주,1955-09-13,22.6,20.2,27.7
146,전주,1955-09-14,21.2,18.6,24.3
146,전주,1955-09-15,21.2,17.4,27.4
146,전주,1955-09-16,22.8,16.3,30.6
146,전주,1955-09-17,20.9,18.9,23.7
146,전주,1955-09-18,21.1,16.2,26.7
146,전주,1955-09-19,18.9,13.7,25.6
146,전주,1955-09-20,20.7,16.8,26.8
146,전주,1955-09-21,20.6,15.1,29.4
146,전주,1955-09-22,21.2,16.9,23.8
146,전주,1955-09-23,19.1,13,25
146,전주,1955-09-24,16.4,10.2,24
146,전주,1955-09-25,17.5,11.4,26.3
146,전주,1955-09-26,18.1,13.8,23.1
146,전주,1955-09-27,19,13.3,26.9
146,전주,1955-09-28,18.8,11.3,27.8
146,전주,1955-09-29,19.2,12.8,25.9
146,전주,1955-09-30,19.6,15.8,25.6
146,전주,1955-10-01,19.6,13.4,27.9
146,전주,1955-10-02,21.6,16.3,26.9
146,전주,1955-10-03,18.6,14.1,25.2
146,전주,1955-10-04,17.1,10.6,25
146,전주,1955-10-05,18.6,12.5,24.9
146,전주,1955-10-06,16.9,15.2,19.2
146,전주,1955-10-07,11.8,5,16.3
146,전주,1955-10-08,8.4,2.4,16.7
146,전주,1955-10-09,10.9,3.3,20.6
146,전주,1955-10-10,12.2,6.8,19.7
146,전주,1955-10-11,11,4.8,19
146,전주,1955-10-12,12.6,4.8,22.2
146,전주,1955-10-13,14.8,10.8,17.1
146,전주,1955-10-14,15.2,11.4,18.9
146,전주,1955-10-15,13.6,10.1,18.8
146,전주,1955-10-16,12.8,7.4,20.1
146,전주,1955-10-17,14.6,9.9,17.5
146,전주,1955-10-18,12.7,8.5,18.3
146,전주,1955-10-19,11,4.3,18.5
146,전주,1955-10-20,11.6,6,18.6
146,전주,1955-10-21,9.8,5.3,15.9
146,전주,1955-10-22,8.3,2.5,15.8
146,전주,1955-10-23,10.1,3.6,18.5
146,전주,1955-10-24,11.8,5,20.8
146,전주,1955-10-25,15,7,24.2
146,전주,1955-10-26,13.6,7,22.4
146,전주,1955-10-27,15.3,7.9,21.4
146,전주,1955-10-28,12.8,10.6,17
146,전주,1955-10-29,13.5,9.2,19.4
146,전주,1955-10-30,7.1,2.4,11.6
146,전주,1955-10-31,6.9,.6,14.4
146,전주,1955-11-01,10.5,4.8,18.3
146,전주,1955-11-02,9.8,5.9,13.8
146,전주,1955-11-03,8.3,4.6,10.9
146,전주,1955-11-04,11.7,6.4,18.3
146,전주,1955-11-05,8.3,4.7,13.1
146,전주,1955-11-06,3.6,1.2,7
146,전주,1955-11-07,3,.8,7.2
146,전주,1955-11-08,4,-.6,8.3
146,전주,1955-11-09,3.2,-.9,8.3
146,전주,1955-11-10,3.4,-2.8,12
146,전주,1955-11-11,5.9,.3,13.2
146,전주,1955-11-12,9,2.7,13.7
146,전주,1955-11-13,9.8,5.4,18
146,전주,1955-11-14,12.2,4.1,21.8
146,전주,1955-11-15,12.6,5.8,18
146,전주,1955-11-16,3.1,-1.5,6.2
146,전주,1955-11-17,2.4,-2.8,8.8
146,전주,1955-11-18,5.1,-.5,12.6
146,전주,1955-11-19,5.4,-.1,13
146,전주,1955-11-20,6.9,1.2,11.6
146,전주,1955-11-21,8.6,6.7,10.6
146,전주,1955-11-22,8.2,5.1,12.6
146,전주,1955-11-23,5.6,1.2,10.2
146,전주,1955-11-24,5.1,-.5,11.9
146,전주,1955-11-25,6.4,.7,14.2
146,전주,1955-11-26,9.2,1.7,16
146,전주,1955-11-27,11.5,5.9,18.4
146,전주,1955-11-28,7.1,4.7,9.9
146,전주,1955-11-29,5.4,1.3,10.4
146,전주,1955-11-30,4.8,.9,10.4
146,전주,1955-12-01,2,-1.9,8.8
146,전주,1955-12-02,1.2,-3.3,8.3
146,전주,1955-12-03,3.2,-3,10.4
146,전주,1955-12-04,5.6,.2,13.5
146,전주,1955-12-05,10.2,2.4,16.3
146,전주,1955-12-06,1.9,-.8,5.6
146,전주,1955-12-07,2.1,-3.3,7.5
146,전주,1955-12-08,1.4,-2.1,5
146,전주,1955-12-09,.3,-4.1,7.2
146,전주,1955-12-10,4.5,-2.3,10.9
146,전주,1955-12-11,7.4,2,14.8
146,전주,1955-12-12,8,2.6,14.6
146,전주,1955-12-13,7,3.4,13.1
146,전주,1955-12-14,9.2,2.3,13
146,전주,1955-12-15,7.1,-.2,13.5
146,전주,1955-12-16,0,-3.9,3.3
146,전주,1955-12-17,-3,-5.5,1.1
146,전주,1955-12-18,-.7,-6.7,6.4
146,전주,1955-12-19,2.2,-4.1,9.1
146,전주,1955-12-20,6.2,2.4,8.9
146,전주,1955-12-21,1.6,-2.5,4.4
146,전주,1955-12-22,-3.8,-6.1,-.2
146,전주,1955-12-23,-1,-6.6,5.6
146,전주,1955-12-24,3.5,-1,8
146,전주,1955-12-25,4.1,-.2,9.7
146,전주,1955-12-26,5.9,.1,12.4
146,전주,1955-12-27,6.2,.8,12
146,전주,1955-12-28,2.9,-.1,6.3
146,전주,1955-12-29,.1,-.8,1.5
146,전주,1955-12-30,-3,-4.8,.3
146,전주,1955-12-31,-3.6,-6.3,-1.1
146,전주,1956-01-01,-3.9,-9.1,1.2
146,전주,1956-01-02,-2.9,-9.1,4.6
146,전주,1956-01-03,.5,-7.1,7.1
146,전주,1956-01-04,4.1,.3,10.5
146,전주,1956-01-05,2.2,-.3,5.6
146,전주,1956-01-06,-.9,-3.7,2.5
146,전주,1956-01-07,-8.3,-11.5,-1.7
146,전주,1956-01-08,-8.8,-13.1,-3.8
146,전주,1956-01-09,-7.4,-13,-1.1
146,전주,1956-01-10,-4,-11,.8
